created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:29:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,36,30,namgibuns,82,727,True,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",s/her '99 bi
Fri Jun 18 18:29:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Don’t waste public funding to make a luxurious lifestyle for politicians, use the 💵 to buy vaccines to fight the #Covid19. 90% of the population hasn’t received a single dose as at now. People are dying while you just want to get a new 🚔 on🔝of what you already have.#PradoEpa",-0.03376623376623378,0.18387445887445886,en,6,4,SlReTweet,61,123,,"[{'text': 'Covid19', 'indices': [130, 138]}]","[{'screen_name': 'IamThilanka', 'name': 'Thilanka Rathnayake', 'id': 3144139239, 'id_str': '3144139239', 'indices': [3, 15]}]",Sri Lanka
Fri Jun 18 18:29:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,715,232,xashee,3122,2332,,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",california
Fri Jun 18 18:29:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",No-one is immune from #COVID19 but we ask you to ensure that #Dalits and other #marginalised and #excluded groups get the same consideration for vaccine as the rest of the population. #endcastediscrimination @UN_Nepal @EUinNepal @EUAmbNepal @amnesty @amnestysasia,-0.0625,0.25,en,3,3,SonuKum24044216,451,789,,"[{'text': 'COVID19', 'indices': [39, 47]}, {'text': 'Dalits', 'indices': [78, 85]}, {'text': 'marginalised', 'indices': [96, 109]}, {'text': 'excluded', 'indices': [114, 123]}]","[{'screen_name': 'idsnupdates', 'name': 'International Dalit Solidarity Network (IDSN)', 'id': 70942394, 'id_str': '70942394', 'indices': [3, 15]}]",
Fri Jun 18 18:29:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,36,31,Mahmoud_Aboda,492,642,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 18:30:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The only way we’ll be free of the #COVID19 pandemic is by making sure there are vaccines for everyone, everywhere.… https://t.co/i9Y5CAYlIh",0.3,0.8962962962962964,en,0,0,gavi,147366,1527,False,"[{'text': 'COVID19', 'indices': [34, 42]}]",[],"Geneva, Switzerland"
Fri Jun 18 18:30:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Unrelated but am I the only one who thought she was censoring the word ""sex""",0.0,1.0,en,0,0,shtuiothashuvot,388,1408,,[],[],A capo di Big Pharma
Fri Jun 18 18:30:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,0.5,0.9,en,21,18,MatomeDikgale,1935,1706,,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'CoronaVirusSA', 'indices': [80, 94]}]","[{'screen_name': 'HealthZA', 'name': 'Department of Health', 'id': 240605588, 'id_str': '240605588', 'indices': [3, 12]}]",Pretoria/Polokwane
Fri Jun 18 18:30:10 +0000 2021,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",An emergency meeting will be held June 18 to discuss rare reports of heart inflammation in people who have received… https://t.co/96qakhWkqx,0.3,0.9,en,0,0,PulmAdvisor,644,22,False,[],[],"New York, NY"
Fri Jun 18 18:30:12 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",RT @wef: Study: Most people support sharing vaccines with other countries https://t.co/NztqNVp5Py #covid19 #vaccines https://t.co/hf5ZNVHJUR,0.1875,0.4375,en,0,0,AshirvadLobo,6413,4112,False,"[{'text': 'covid19', 'indices': [98, 106]}, {'text': 'vaccines', 'indices': [107, 116]}]","[{'screen_name': 'wef', 'name': 'World Economic Forum', 'id': 5120691, 'id_str': '5120691', 'indices': [3, 7]}]",Dubai
Fri Jun 18 18:30:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.6,en,86,49,AnsisEgle,4154,785,,"[{'text': 'DeltaVariant', 'indices': [103, 116]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",Riga
Fri Jun 18 18:30:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Science, collaboration, $€¥, volunteers, patients, doctors, families, communities,false starts, persistence…a huge amt of work from dedicated people 🌍

This is why we have several safe &amp; effective #COVID19 vaccines

Let’s get them to those who need them most, now.  @WHO #COVAX",0.4,0.54,en,7,2,halimayarow,82,173,,[],"[{'screen_name': 'mvankerkhove', 'name': 'Maria Van Kerkhove', 'id': 2178775035, 'id_str': '2178775035', 'indices': [3, 16]}]","Nairobi, Kenya"
Fri Jun 18 18:30:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.0,0.0,en,14,5,donmar002,184,954,,[],"[{'screen_name': 'joannachiu', 'name': 'Joanna Chiu', 'id': 98077302, 'id_str': '98077302', 'indices': [3, 14]}]",New York City
Fri Jun 18 18:30:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,125,74,acortez89,112,117,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",Honduras
Fri Jun 18 18:31:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaccine Skepticism is healthy. There is no need to mass  vaccinate everyone in haste with EUA vaccines and risk vaccine fatalities. 

 COVID19 is not incurable like rabies. It is easily curable by early treatment. Mass chemoprophylaxis or mass herbal prophylaxis are also options",0.32083333333333336,0.5583333333333333,en,2,1,hity_13,246,2579,,[],"[{'screen_name': 'sri9011', 'name': 'Good Governance 🇮🇳', 'id': 144044740, 'id_str': '144044740', 'indices': [3, 11]}]",
Fri Jun 18 18:31:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,271,128,heritage_jo,472,1415,,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]","Birmingham, England"
Fri Jun 18 18:31:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world won’t listen to China. People can see the results!
#UnrestrictedBioweapon",0.23750000000000002,0.6916666666666667,en,1150,817,b6JJRVwFVqMh4MI,66,123,,"[{'text': 'COVID19', 'indices': [92, 100]}]","[{'screen_name': 'DrLiMengYAN1', 'name': 'Dr. Li-Meng YAN', 'id': 1313128625680592896, 'id_str': '1313128625680592896', 'indices': [3, 16]}]",
Fri Jun 18 18:31:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,63,49,BrakaFiona,8990,90,,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]","Abuja, Nigeria"
Fri Jun 18 18:31:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.6,en,87,50,lukeyan99,395,3615,,"[{'text': 'DeltaVariant', 'indices': [103, 116]}]","[{'screen_name': 'DrEricDing', 'name': 'Eric Feigl-Ding', 'id': 18831926, 'id_str': '18831926', 'indices': [3, 14]}]",
Fri Jun 18 18:31:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,557,623,LayeKamara,704,793,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",Somewhere buildin a dope house
Fri Jun 18 18:31:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,20,8,joeylawless,252,1395,,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]","Dublin City, Ireland ☘"
Fri Jun 18 18:31:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,41,32,BarikaNur_,9,86,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
Fri Jun 18 18:31:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19: France ""is delivering"" with an increase in global vaccine donations to 60 million, says Foreign Minister @JY_LeDrian: https://t.co/WTo8Cm4d2h https://t.co/yu9wssuAM3",-0.0625,0.0625,en,5,1,CharenteMec,244,675,,"[{'text': 'COVID19', 'indices': [19, 27]}]","[{'screen_name': 'FranceintheUK', 'name': 'French Embassy UK', 'id': 320826619, 'id_str': '320826619', 'indices': [3, 17]}]",Nouvelle Aquitaine 
Fri Jun 18 18:31:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ICYMI: Our data has shown two doses of #COVID19 vaccines are highly effective against hospitalisation from the Delta (B.1.617.2) variant. 

We'd encourage everyone who is eligible for a COVID-19 #vaccine to have both doses. 

Read more: https://t.co/6z67CW85Zw",0.55,0.65,en,64,39,BWDDPH,9850,6697,,"[{'text': 'COVID19', 'indices': [51, 59]}]","[{'screen_name': 'PHE_uk', 'name': 'Public Health England', 'id': 41822696, 'id_str': '41822696', 'indices': [3, 10]}]",Blackburn with Darwen
Fri Jun 18 18:31:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,50,25,mikefullblack,202,2354,,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",My apartment
Fri Jun 18 18:31:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GooderSarah @anticovidmaska1 @destindays_ @disclosetv President Magufuli of Tanzania (RIP)

Exposed PCR:… https://t.co/ls0iCbInA7",0.0,0.0,en,0,0,CJlegalBeagle,1161,1498,False,[],"[{'screen_name': 'GooderSarah', 'name': 'Sarah Good', 'id': 3233147222, 'id_str': '3233147222', 'indices': [0, 12]}, {'screen_name': 'anticovidmaska1', 'name': 'anticovidmaskandvirusworshiper', 'id': 1395463433345175555, 'id_str': '1395463433345175555', 'indices': [13, 29]}, {'screen_name': 'destindays_', 'name': 'AtmNbs', 'id': 601975399, 'id_str': '601975399', 'indices': [30, 42]}, {'screen_name': 'disclosetv', 'name': 'Disclose.tv 🚨', 'id': 15392486, 'id_str': '15392486', 'indices': [43, 54]}]","Orlando, Florida USA"
Fri Jun 18 18:31:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@celliottability So why are you not diverting vaccines to Waterloo Region like you did for Toronto? Hmmm. #hotspot #COVID19 @fordnation,0.0,0.0,en,0,0,VisibleDark_,1253,279,,"[{'text': 'hotspot', 'indices': [106, 114]}, {'text': 'COVID19', 'indices': [115, 123]}]","[{'screen_name': 'celliottability', 'name': 'Christine Elliott', 'id': 821699497, 'id_str': '821699497', 'indices': [0, 16]}, {'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [124, 135]}]","Kitchener, Ontario - Earth"
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1120,1,… https://t.co/iz5r8omMay",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411040] 
Chatrapati Shahu Maharaj PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose… https://t.co/AOB5tEyrU1",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 18:31:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 514,29… https://t.co/sZV6ZARvK2",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
Fri Jun 18 18:31:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Follow @aarc_tweets, @hcollaborative &amp; @looms4lupus to keep up with the work these partners are doing to help the #COVIDVxProject share information on #COVID19 #vaccines. #followfriday",0.0,0.0,en,1,1,Looms4Lupus,1046,831,,[],"[{'screen_name': 'COVIDVxProject', 'name': 'COVID-19 Vaccine Education and Equity Project', 'id': 1325814042871599104, 'id_str': '1325814042871599104', 'indices': [3, 18]}, {'screen_name': 'aarc_tweets', 'name': 'American Association for Respiratory Care', 'id': 17447528, 'id_str': '17447528', 'indices': [27, 39]}, {'screen_name': 'hcollaborative', 'name': 'The Health Collaborative', 'id': 179165504, 'id_str': '179165504', 'indices': [41, 56]}, {'screen_name': 'Looms4Lupus', 'name': 'Looms4Lupus', 'id': 1045553383430488065, 'id_str': '1045553383430488065', 'indices': [63, 75]}]","Baldwin Park, CA"
